yearend,locationabbr,sample_size,income,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2011,MI,1262.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,32.4
2011,MI,1491.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,34.5
2011,MI,1487.0,"$50,000 - $74,999",PA,Q045,Income,"$50,000 - $74,999",INC,INC5075,36.4
2011,MI,2035.0,"$75,000 or greater",PA,Q045,Income,"$75,000 or greater",INC,INC75PLUS,32.2
2011,MI,1291.0,Data not reported,PA,Q045,Income,Data not reported,INC,INCNR,37.0
2011,MI,1124.0,"Less than $15,000",PA,Q046,Income,"Less than $15,000",INC,INCLESS15,25.1
2011,MI,1780.0,"$15,000 - $24,999",PA,Q046,Income,"$15,000 - $24,999",INC,INC1525,22.4
2011,MI,1298.0,"$25,000 - $34,999",PA,Q046,Income,"$25,000 - $34,999",INC,INC2535,30.2
2011,MI,1518.0,"$35,000 - $49,999",PA,Q046,Income,"$35,000 - $49,999",INC,INC3550,25.0
2011,MI,1511.0,"$50,000 - $74,999",PA,Q046,Income,"$50,000 - $74,999",INC,INC5075,28.8
2011,MI,2062.0,"$75,000 or greater",PA,Q046,Income,"$75,000 or greater",INC,INC75PLUS,35.7
2011,MI,1377.0,Data not reported,PA,Q046,Income,Data not reported,INC,INCNR,30.7
2011,MI,1136.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,32.7
2011,MI,1791.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,31.0
2011,MI,1317.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,28.2
2011,MI,1522.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,19.5
2011,MI,1523.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,18.6
2011,MI,2077.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,15.8
2011,MI,1406.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,25.0
2012,MI,1011.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,35.5
2012,MI,1626.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,35.1
2012,MI,1175.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,32.0
2012,MI,1384.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,33.4
2012,MI,1382.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,31.7
2012,MI,2186.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,26.6
2012,MI,1288.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,26.4
2012,MI,1011.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,26.3
2012,MI,1626.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,32.5
2012,MI,1175.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,37.8
2012,MI,1384.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,36.3
2012,MI,1382.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,36.5
2012,MI,2186.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,37.8
2012,MI,1288.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,31.0
2012,MI,1053.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,39.5
2012,MI,1692.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,31.0
2012,MI,1208.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,28.0
2012,MI,1434.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,21.6
2012,MI,1420.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,17.4
2012,MI,2252.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,10.9
2012,MI,1431.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,26.9
2013,MI,1171.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,36.6
2013,MI,1919.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,37.0
2013,MI,1377.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,33.2
2013,MI,1634.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,34.4
2013,MI,1793.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,31.0
2013,MI,2755.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,27.8
2013,MI,1528.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,24.2
2013,MI,1171.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,29.7
2013,MI,1919.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,31.3
2013,MI,1377.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,35.2
2013,MI,1634.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,34.7
2013,MI,1793.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,37.4
2013,MI,2755.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,37.2
2013,MI,1528.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,34.9
2013,MI,1124.0,"Less than $15,000",FV,Q018,Income,"Less than $15,000",INC,INCLESS15,42.8
2013,MI,1857.0,"$15,000 - $24,999",FV,Q018,Income,"$15,000 - $24,999",INC,INC1525,40.4
2013,MI,1358.0,"$25,000 - $34,999",FV,Q018,Income,"$25,000 - $34,999",INC,INC2535,42.7
2013,MI,1632.0,"$35,000 - $49,999",FV,Q018,Income,"$35,000 - $49,999",INC,INC3550,36.4
2013,MI,1791.0,"$50,000 - $74,999",FV,Q018,Income,"$50,000 - $74,999",INC,INC5075,36.2
2013,MI,2747.0,"$75,000 or greater",FV,Q018,Income,"$75,000 or greater",INC,INC75PLUS,32.4
2013,MI,1538.0,Data not reported,FV,Q018,Income,Data not reported,INC,INCNR,39.4
2013,MI,1343.0,"$25,000 - $34,999",FV,Q019,Income,"$25,000 - $34,999",INC,INC2535,28.0
2013,MI,1472.0,Data not reported,FV,Q019,Income,Data not reported,INC,INCNR,31.1
2013,MI,1842.0,"$15,000 - $24,999",FV,Q019,Income,"$15,000 - $24,999",INC,INC1525,28.9
2013,MI,2725.0,"$75,000 or greater",FV,Q019,Income,"$75,000 or greater",INC,INC75PLUS,17.0
2013,MI,1101.0,"Less than $15,000",FV,Q019,Income,"Less than $15,000",INC,INCLESS15,35.5
2013,MI,1616.0,"$35,000 - $49,999",FV,Q019,Income,"$35,000 - $49,999",INC,INC3550,23.7
2013,MI,1770.0,"$50,000 - $74,999",FV,Q019,Income,"$50,000 - $74,999",INC,INC5075,19.2
2013,MI,1095.0,"Less than $15,000",PA,Q043,Income,"Less than $15,000",INC,INCLESS15,46.5
2013,MI,1837.0,"$15,000 - $24,999",PA,Q043,Income,"$15,000 - $24,999",INC,INC1525,47.1
2013,MI,1354.0,"$25,000 - $34,999",PA,Q043,Income,"$25,000 - $34,999",INC,INC2535,49.0
2013,MI,1608.0,"$35,000 - $49,999",PA,Q043,Income,"$35,000 - $49,999",INC,INC3550,52.7
2013,MI,1771.0,"$50,000 - $74,999",PA,Q043,Income,"$50,000 - $74,999",INC,INC5075,54.4
2013,MI,2697.0,"$75,000 or greater",PA,Q043,Income,"$75,000 or greater",INC,INC75PLUS,60.1
2013,MI,1464.0,Data not reported,PA,Q043,Income,Data not reported,INC,INCNR,54.3
2013,MI,1082.0,"Less than $15,000",PA,Q044,Income,"Less than $15,000",INC,INCLESS15,16.9
2013,MI,1824.0,"$15,000 - $24,999",PA,Q044,Income,"$15,000 - $24,999",INC,INC1525,16.5
2013,MI,1351.0,"$25,000 - $34,999",PA,Q044,Income,"$25,000 - $34,999",INC,INC2535,16.1
2013,MI,1598.0,"$35,000 - $49,999",PA,Q044,Income,"$35,000 - $49,999",INC,INC3550,17.6
2013,MI,1762.0,"$50,000 - $74,999",PA,Q044,Income,"$50,000 - $74,999",INC,INC5075,19.5
2013,MI,2685.0,"$75,000 or greater",PA,Q044,Income,"$75,000 or greater",INC,INC75PLUS,25.2
2013,MI,1430.0,Data not reported,PA,Q044,Income,Data not reported,INC,INCNR,19.3
2013,MI,1091.0,"Less than $15,000",PA,Q045,Income,"Less than $15,000",INC,INCLESS15,30.7
2013,MI,1826.0,"$15,000 - $24,999",PA,Q045,Income,"$15,000 - $24,999",INC,INC1525,33.9
2013,MI,1347.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,31.9
2013,MI,1593.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,35.8
2013,MI,1767.0,"$50,000 - $74,999",PA,Q045,Income,"$50,000 - $74,999",INC,INC5075,33.6
2013,MI,2690.0,"$75,000 or greater",PA,Q045,Income,"$75,000 or greater",INC,INC75PLUS,34.7
2013,MI,1440.0,Data not reported,PA,Q045,Income,Data not reported,INC,INCNR,34.7
2013,MI,1119.0,"Less than $15,000",PA,Q046,Income,"Less than $15,000",INC,INCLESS15,27.1
2013,MI,1871.0,"$15,000 - $24,999",PA,Q046,Income,"$15,000 - $24,999",INC,INC1525,24.7
2013,MI,1380.0,"$25,000 - $34,999",PA,Q046,Income,"$25,000 - $34,999",INC,INC2535,25.6
2013,MI,1633.0,"$35,000 - $49,999",PA,Q046,Income,"$35,000 - $49,999",INC,INC3550,27.2
2013,MI,1785.0,"$50,000 - $74,999",PA,Q046,Income,"$50,000 - $74,999",INC,INC5075,28.6
2013,MI,2726.0,"$75,000 or greater",PA,Q046,Income,"$75,000 or greater",INC,INC75PLUS,35.3
2013,MI,1554.0,Data not reported,PA,Q046,Income,Data not reported,INC,INCNR,27.4
2013,MI,1891.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,31.7
2013,MI,1388.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,28.7
2013,MI,1643.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,24.1
2013,MI,1798.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,20.9
2013,MI,2746.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,16.1
2013,MI,1609.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,24.3
2013,MI,1139.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,34.4
2014,MI,669.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,32.5
2014,MI,1096.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,34.6
2014,MI,891.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,35.3
2014,MI,1108.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,32.8
2014,MI,1138.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,30.7
2014,MI,2107.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,27.5
2014,MI,1015.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,25.2
2014,MI,669.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,31.0
2014,MI,1096.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,33.0
2014,MI,891.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,31.9
2014,MI,1108.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,37.2
2014,MI,1138.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,34.9
2014,MI,2107.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,38.2
2014,MI,1015.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,33.5
2014,MI,697.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,38.2
2014,MI,1142.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,36.1
2014,MI,922.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,30.5
2014,MI,1141.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,27.2
2014,MI,1169.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,20.2
2014,MI,2158.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,13.5
2014,MI,1226.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,26.8
2011,MN,911.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,23.3
2011,MN,1823.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,28.7
2011,MN,1416.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,27.4
2011,MN,2042.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,29.3
2011,MN,2302.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,28.9
2011,MN,4268.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,22.0
2011,MN,1625.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,23.0
2011,MN,911.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,30.6
2011,MN,1823.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,34.8
2011,MN,1416.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,35.0
2011,MN,2042.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,38.6
2011,MN,2302.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,38.4
2011,MN,4268.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,39.3
2011,MN,1625.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,33.7
2011,MN,4287.0,"$75,000 or greater",FV,Q018,Income,"$75,000 or greater",INC,INC75PLUS,30.9
2011,MN,2040.0,"$35,000 - $49,999",FV,Q018,Income,"$35,000 - $49,999",INC,INC3550,34.4
2011,MN,2335.0,"$50,000 - $74,999",FV,Q018,Income,"$50,000 - $74,999",INC,INC5075,35.4
2011,MN,1664.0,Data not reported,FV,Q018,Income,Data not reported,INC,INCNR,38.6
2011,MN,1377.0,"$25,000 - $34,999",FV,Q018,Income,"$25,000 - $34,999",INC,INC2535,40.1
2011,MN,1802.0,"$15,000 - $24,999",FV,Q018,Income,"$15,000 - $24,999",INC,INC1525,41.7
2011,MN,886.0,"Less than $15,000",FV,Q018,Income,"Less than $15,000",INC,INCLESS15,44.0
2011,MN,869.0,"Less than $15,000",FV,Q019,Income,"Less than $15,000",INC,INCLESS15,32.3
2011,MN,1778.0,"$15,000 - $24,999",FV,Q019,Income,"$15,000 - $24,999",INC,INC1525,27.6
2011,MN,1358.0,"$25,000 - $34,999",FV,Q019,Income,"$25,000 - $34,999",INC,INC2535,27.3
2011,MN,2040.0,"$35,000 - $49,999",FV,Q019,Income,"$35,000 - $49,999",INC,INC3550,24.0
2011,MN,2305.0,"$50,000 - $74,999",FV,Q019,Income,"$50,000 - $74,999",INC,INC5075,22.4
2011,MN,4255.0,"$75,000 or greater",FV,Q019,Income,"$75,000 or greater",INC,INC75PLUS,16.8
2011,MN,1614.0,Data not reported,FV,Q019,Income,Data not reported,INC,INCNR,28.3
2011,MN,876.0,"Less than $15,000",PA,Q043,Income,"Less than $15,000",INC,INCLESS15,50.1
2011,MN,1772.0,"$15,000 - $24,999",PA,Q043,Income,"$15,000 - $24,999",INC,INC1525,48.6
2011,MN,1381.0,"$25,000 - $34,999",PA,Q043,Income,"$25,000 - $34,999",INC,INC2535,48.3
2011,MN,2029.0,"$35,000 - $49,999",PA,Q043,Income,"$35,000 - $49,999",INC,INC3550,51.7
2011,MN,2287.0,"$50,000 - $74,999",PA,Q043,Income,"$50,000 - $74,999",INC,INC5075,55.7
2011,MN,4204.0,"$75,000 or greater",PA,Q043,Income,"$75,000 or greater",INC,INC75PLUS,60.8
2011,MN,1618.0,Data not reported,PA,Q043,Income,Data not reported,INC,INCNR,51.7
2011,MN,863.0,"Less than $15,000",PA,Q044,Income,"Less than $15,000",INC,INCLESS15,20.5
2011,MN,1743.0,"$15,000 - $24,999",PA,Q044,Income,"$15,000 - $24,999",INC,INC1525,16.5
2011,MN,1366.0,"$25,000 - $34,999",PA,Q044,Income,"$25,000 - $34,999",INC,INC2535,18.9
2011,MN,2019.0,"$35,000 - $49,999",PA,Q044,Income,"$35,000 - $49,999",INC,INC3550,17.7
2011,MN,2266.0,"$50,000 - $74,999",PA,Q044,Income,"$50,000 - $74,999",INC,INC5075,20.1
2011,MN,4176.0,"$75,000 or greater",PA,Q044,Income,"$75,000 or greater",INC,INC75PLUS,26.5
2011,MN,1584.0,Data not reported,PA,Q044,Income,Data not reported,INC,INCNR,18.9
2011,MN,871.0,"Less than $15,000",PA,Q045,Income,"Less than $15,000",INC,INCLESS15,31.3
2011,MN,1761.0,"$15,000 - $24,999",PA,Q045,Income,"$15,000 - $24,999",INC,INC1525,33.4
2011,MN,1377.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,31.0
2011,MN,2020.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,31.5
2011,MN,2273.0,"$50,000 - $74,999",PA,Q045,Income,"$50,000 - $74,999",INC,INC5075,36.3
2011,MN,4184.0,"$75,000 or greater",PA,Q045,Income,"$75,000 or greater",INC,INC75PLUS,35.9
2011,MN,1605.0,Data not reported,PA,Q045,Income,Data not reported,INC,INCNR,31.7
2011,MN,893.0,"Less than $15,000",PA,Q046,Income,"Less than $15,000",INC,INCLESS15,29.8
2011,MN,1799.0,"$15,000 - $24,999",PA,Q046,Income,"$15,000 - $24,999",INC,INC1525,25.4
2011,MN,1396.0,"$25,000 - $34,999",PA,Q046,Income,"$25,000 - $34,999",INC,INC2535,28.0
2011,MN,2059.0,"$35,000 - $49,999",PA,Q046,Income,"$35,000 - $49,999",INC,INC3550,25.8
2011,MN,2316.0,"$50,000 - $74,999",PA,Q046,Income,"$50,000 - $74,999",INC,INC5075,29.6
2011,MN,4263.0,"$75,000 or greater",PA,Q046,Income,"$75,000 or greater",INC,INC75PLUS,35.4
2011,MN,1717.0,Data not reported,PA,Q046,Income,Data not reported,INC,INCNR,26.9
2011,MN,911.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,28.7
2011,MN,1833.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,31.2
2011,MN,1410.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,28.1
2011,MN,2072.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,24.2
2011,MN,2346.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,18.8
2011,MN,4305.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,13.1
2011,MN,1762.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,24.4
2012,MN,789.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,27.2
2012,MN,1572.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,28.5
2012,MN,1036.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,27.4
2012,MN,1520.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,28.6
2012,MN,1883.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,26.1
2012,MN,3323.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,23.3
2012,MN,1306.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,22.4
2012,MN,789.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,33.5
2012,MN,1572.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,35.5
2012,MN,1036.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,36.6
2012,MN,1520.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,38.5
2012,MN,1883.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,40.2
2012,MN,3323.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,39.1
2012,MN,1306.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,31.6
2012,MN,847.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,29.2
2012,MN,1671.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,27.9
2012,MN,1085.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,22.4
2012,MN,1600.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,18.6
2012,MN,1965.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,12.8
2012,MN,3440.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,9.6
2012,MN,1618.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,20.3
2013,MN,916.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,27.3
2013,MN,1733.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,29.3
2013,MN,1305.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,26.0
2013,MN,1848.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,28.3
2013,MN,2177.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,28.4
2013,MN,4060.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,22.7
2013,MN,1411.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,20.1
2013,MN,1733.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,34.3
2013,MN,916.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,27.8
2013,MN,1305.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,32.8
2013,MN,1848.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,35.9
2013,MN,2177.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,37.0
2013,MN,4060.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,39.3
2013,MN,1411.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,32.2
2013,MN,891.0,"Less than $15,000",FV,Q018,Income,"Less than $15,000",INC,INCLESS15,40.9
2013,MN,1673.0,"$15,000 - $24,999",FV,Q018,Income,"$15,000 - $24,999",INC,INC1525,42.0
2013,MN,1280.0,"$25,000 - $34,999",FV,Q018,Income,"$25,000 - $34,999",INC,INC2535,39.9
2013,MN,1796.0,"$35,000 - $49,999",FV,Q018,Income,"$35,000 - $49,999",INC,INC3550,41.0
2013,MN,2136.0,"$50,000 - $74,999",FV,Q018,Income,"$50,000 - $74,999",INC,INC5075,39.2
2013,MN,4016.0,"$75,000 or greater",FV,Q018,Income,"$75,000 or greater",INC,INC75PLUS,34.4
2013,MN,1395.0,Data not reported,FV,Q018,Income,Data not reported,INC,INCNR,37.3
2013,MN,2122.0,"$50,000 - $74,999",FV,Q019,Income,"$50,000 - $74,999",INC,INC5075,22.4
2013,MN,1238.0,"$25,000 - $34,999",FV,Q019,Income,"$25,000 - $34,999",INC,INC2535,23.8
2013,MN,1786.0,"$35,000 - $49,999",FV,Q019,Income,"$35,000 - $49,999",INC,INC3550,26.5
2013,MN,878.0,"Less than $15,000",FV,Q019,Income,"Less than $15,000",INC,INCLESS15,34.7
2013,MN,1634.0,"$15,000 - $24,999",FV,Q019,Income,"$15,000 - $24,999",INC,INC1525,32.6
2013,MN,3989.0,"$75,000 or greater",FV,Q019,Income,"$75,000 or greater",INC,INC75PLUS,16.5
2013,MN,1338.0,Data not reported,FV,Q019,Income,Data not reported,INC,INCNR,24.9
2013,MN,1245.0,"$25,000 - $34,999",PA,Q043,Income,"$25,000 - $34,999",INC,INC2535,45.5
2013,MN,1781.0,"$35,000 - $49,999",PA,Q043,Income,"$35,000 - $49,999",INC,INC3550,48.7
2013,MN,2100.0,"$50,000 - $74,999",PA,Q043,Income,"$50,000 - $74,999",INC,INC5075,56.5
2013,MN,3945.0,"$75,000 or greater",PA,Q043,Income,"$75,000 or greater",INC,INC75PLUS,60.2
2013,MN,1327.0,Data not reported,PA,Q043,Income,Data not reported,INC,INCNR,48.6
2013,MN,864.0,"Less than $15,000",PA,Q043,Income,"Less than $15,000",INC,INCLESS15,46.0
2013,MN,1641.0,"$15,000 - $24,999",PA,Q043,Income,"$15,000 - $24,999",INC,INC1525,46.1
2013,MN,851.0,"Less than $15,000",PA,Q044,Income,"Less than $15,000",INC,INCLESS15,16.1
2013,MN,1627.0,"$15,000 - $24,999",PA,Q044,Income,"$15,000 - $24,999",INC,INC1525,17.6
2013,MN,1235.0,"$25,000 - $34,999",PA,Q044,Income,"$25,000 - $34,999",INC,INC2535,18.7
2013,MN,1755.0,"$35,000 - $49,999",PA,Q044,Income,"$35,000 - $49,999",INC,INC3550,19.6
2013,MN,2088.0,"$50,000 - $74,999",PA,Q044,Income,"$50,000 - $74,999",INC,INC5075,21.8
2013,MN,3925.0,"$75,000 or greater",PA,Q044,Income,"$75,000 or greater",INC,INC75PLUS,25.6
2013,MN,1301.0,Data not reported,PA,Q044,Income,Data not reported,INC,INCNR,18.9
2013,MN,858.0,"Less than $15,000",PA,Q045,Income,"Less than $15,000",INC,INCLESS15,30.2
2013,MN,1631.0,"$15,000 - $24,999",PA,Q045,Income,"$15,000 - $24,999",INC,INC1525,28.7
2013,MN,1235.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,26.9
2013,MN,1769.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,28.0
